filename,text
./data/Client2\sample-001431.mp3,and it knew nothing about love
./data/Client2\sample-001432.mp3,she was throwing snowballs at the sky
./data/Client2\sample-001433.mp3,now who'da done a mean thing like that
./data/Client2\sample-001434.mp3,the pixel probabilities are conditioned on the model state
./data/Client2\sample-001435.mp3,the boy knew and was now working toward it
./data/Client2\sample-001436.mp3,at once he connected the two incidents
./data/Client2\sample-001437.mp3,you can't say that about my father
./data/Client2\sample-001438.mp3,it's got to be somewhere
./data/Client2\sample-001439.mp3,he just got a new kite for his birthday
./data/Client2\sample-001440.mp3,i got it back
./data/Client2\sample-001441.mp3,the boy watched as his companion went to his horse and withdrew a scimitar
./data/Client2\sample-001442.mp3,if i had told you you wouldn't have seen the pyramids
./data/Client2\sample-001443.mp3,the biological threat was contained
./data/Client2\sample-001444.mp3,the night was warm and i was thirsty
./data/Client2\sample-001445.mp3,we're going to take her over to my private office
./data/Client2\sample-001446.mp3,henderson was taking it in
./data/Client2\sample-001447.mp3,the pixel probabilities are conditioned on the model state
./data/Client2\sample-001448.mp3,i'm surprised the boy said
./data/Client2\sample-001449.mp3,there were really i think two or three hundred people elbowing one another
./data/Client2\sample-001450.mp3,there's gold here he said
./data/Client2\sample-001451.mp3,he has other things to do first
./data/Client2\sample-001452.mp3,the boy began again to read his book but he was no longer able to concentrate
./data/Client2\sample-001453.mp3,then you'll die in the midst of trying to realize your destiny
./data/Client2\sample-001454.mp3,i'm afraid you put them on too early
./data/Client2\sample-001455.mp3,the criminal courts building
./data/Client2\sample-001456.mp3,his life and his path had always provided him with enough omens
./data/Client2\sample-001457.mp3,the jacket had a purpose and so did the boy
./data/Client2\sample-001458.mp3,or a man into the wind
./data/Client2\sample-001459.mp3,i don't know why
./data/Client2\sample-001460.mp3,i don't know why
./data/Client2\sample-001461.mp3,this is a resourceintensive process that requires expensive closedsource speech data to get a good model
./data/Client2\sample-001462.mp3,most meteorites are more or less rounded
./data/Client2\sample-001463.mp3,she supports a mother and two kids
./data/Client2\sample-001464.mp3,our deadline is coming up rapidly and we will need help
./data/Client2\sample-001465.mp3,we've passed her up right along
./data/Client2\sample-001466.mp3,i'm afraid that if my dream is realized i'll have no reason to go on living
./data/Client2\sample-001467.mp3,i like the way she talks
./data/Client2\sample-001468.mp3,what is love the desert asked
./data/Client2\sample-001469.mp3,the hydrogen gas escaped
./data/Client2\sample-001470.mp3,now i will drift gently off to dreamland
./data/Client2\sample-001471.mp3,having heard that the boy became even more interested in alchemy
./data/Client2\sample-001472.mp3,our religion dictates our actions
./data/Client2\sample-001473.mp3,the problem is that they don't even realize that they're walking a new road every day
./data/Client2\sample-001474.mp3,he seemed unfriendly and had looked irritated when the boy had entered
./data/Client2\sample-001475.mp3,i think it's marvelous
./data/Client2\sample-001476.mp3,but there was something there in his heart that wouldn't allow him to do so
./data/Client2\sample-001477.mp3,my tax dollars pay for those public school proms
./data/Client2\sample-001478.mp3,how often do you go through this little ritual
./data/Client2\sample-001479.mp3,she saved the lives of every man on that transport
./data/Client2\sample-001480.mp3,the crowd swayed a little as i elbowed my way through
./data/Client2\sample-001481.mp3,from that day on the oasis would be an empty place for her
./data/Client2\sample-001482.mp3,every time he saw her he felt nervous
./data/Client2\sample-001483.mp3,the englishman didn't answer him directly
./data/Client2\sample-001484.mp3,we always observe the tradition
./data/Client2\sample-001485.mp3,maybe we're all that way the boy mused
./data/Client2\sample-001486.mp3,a line of flame high can be seen in the atmosphere
./data/Client2\sample-001487.mp3,keep me here until i get over it
./data/Client2\sample-001488.mp3,he understands the forces of nature
./data/Client2\sample-001489.mp3,it was as if it quivered but really this was the telescope vibrating
./data/Client2\sample-001490.mp3,i want to tell you a story about dreams said the alchemist
./data/Client2\sample-001491.mp3,except for the dream
./data/Client2\sample-001492.mp3,i can't let her out
./data/Client2\sample-001493.mp3,i'll tell you what i'll do
./data/Client2\sample-001494.mp3,it's called the principle of favorability beginner's luck
./data/Client2\sample-001495.mp3,we've got her located
./data/Client2\sample-001496.mp3,it is i who dared to do so said the boy
./data/Client2\sample-001497.mp3,they spoke about mercury salt dragons and kings and he didn't understand any of it
./data/Client2\sample-001498.mp3,i'll talk to you tonight
./data/Client2\sample-001499.mp3,the vision vanished immediately but it had shaken him
./data/Client2\sample-001500.mp3,i don't blame him
./data/Client2\sample-001501.mp3,this is a trick to get your sympathy
./data/Client2\sample-001502.mp3,the old man said nothing
./data/Client2\sample-001503.mp3,the boy thought it a strange question
./data/Client2\sample-001504.mp3,i think they perceived that nothing was to be done at the moment
./data/Client2\sample-001505.mp3,aldo and his grandma quickly discovered a new passion for coding
./data/Client2\sample-001506.mp3,and i'm certain you'll find it the alchemist said
./data/Client2\sample-001507.mp3,can't you just observe men and omens in order to understand the language the boy asked
./data/Client2\sample-001508.mp3,i learned the alchemist's secrets in my travels
./data/Client2\sample-001509.mp3,then he took from his knapsack a bottle of wine and drank some
./data/Client2\sample-001510.mp3,you been in a fight
./data/Client2\sample-001511.mp3,they made the boy continue digging but he found nothing
./data/Client2\sample-001512.mp3,he was just and good
./data/Client2\sample-001513.mp3,he became friendly with the camel driver who traveled alongside him
./data/Client2\sample-001514.mp3,isn't it a little crowded
./data/Client2\sample-001515.mp3,somehow the purple colour faded to gray
./data/Client2\sample-001516.mp3,you'll live and you'll learn that a man shouldn't be so stupid
./data/Client2\sample-001517.mp3,i've been to your house a hundred times
./data/Client2\sample-001518.mp3,turn on the lights
./data/Client2\sample-001519.mp3,it brought his heart into his mouth
./data/Client2\sample-001520.mp3,give me my book the boy said
./data/Client2\sample-001521.mp3,is this the place
./data/Client2\sample-001522.mp3,maybe these desert birds could explain to him the meaning of love without ownership
./data/Client2\sample-001523.mp3,it said that the darkest hour of the night came just before the dawn
./data/Client2\sample-001524.mp3,from the railway station in the distance came the sound of trains ringing and rumbling
./data/Client2\sample-001525.mp3,came to the bar he had entered on his first day there
./data/Client2\sample-001526.mp3,the first baseman dropped the ball
./data/Client2\sample-001527.mp3,scattered groups of people were hurrying from the direction of woking
./data/Client2\sample-001528.mp3,before the boy could reply a butterfly appeared and fluttered between him and the old man
./data/Client2\sample-001529.mp3,i guess i used all the shells
./data/Client2\sample-001530.mp3,some do come back
./data/Client2\sample-001531.mp3,one of the world's biggest problems is the growth of human population
./data/Client2\sample-001532.mp3,he believed in omens
./data/Client2\sample-001533.mp3,now i want to ask you fellows a couple of questions
./data/Client2\sample-001534.mp3,henderson was taking it in
./data/Client2\sample-001535.mp3,air was either entering or escaping at the rim with a thin sizzling sound
./data/Client2\sample-001536.mp3,i'm getting trevor ready
./data/Client2\sample-001537.mp3,look where you're going
./data/Client2\sample-001538.mp3,she will go down in history as the greatest brain surgeon in the world
./data/Client2\sample-001539.mp3,that's a lot of gold
./data/Client2\sample-001540.mp3,that day he didn't make a cast
./data/Client2\sample-001541.mp3,she looks as though she's going to come to
./data/Client2\sample-001542.mp3,he needed someone to talk to so as to avoid thinking about the possibility of war
./data/Client2\sample-001543.mp3,there's been too much talk going on in this world
./data/Client2\sample-001544.mp3,the coffee had a very strong taste
./data/Client2\sample-001545.mp3,you've put one administration out and another in
./data/Client2\sample-001546.mp3,some of the grey ash was falling off the circular edge
./data/Client2\sample-001547.mp3,you told me that
./data/Client2\sample-001548.mp3,the execution was cancelled
./data/Client2\sample-001549.mp3,the miner had abandoned everything to go mining for emeralds
./data/Client2\sample-001550.mp3,how strange africa is thought the boy
./data/Client2\sample-001551.mp3,but the marketplace was empty and he was far from home so he wept
./data/Client2\sample-001552.mp3,that's exactly what i thought
./data/Client2\sample-001553.mp3,but nowhere could he find his new companion
./data/Client2\sample-001554.mp3,so it's better to listen to what it has to say
./data/Client2\sample-001555.mp3,the population was increasing exponentially
./data/Client2\sample-001556.mp3,she's going to lose her mind when she finds out
./data/Client2\sample-001557.mp3,will i learn to do that someday the boy asked
./data/Client2\sample-001558.mp3,so what should i do now the boy asked
./data/Client2\sample-001559.mp3,i don't much like change he said
./data/Client2\sample-001560.mp3,edinburgh is a dreamlike place to visit
./data/Client2\sample-001561.mp3,love required them to stay with the people they loved
./data/Client2\sample-001562.mp3,it's not my house
./data/Client2\sample-001563.mp3,the stranger was speaking of things that very few people knew about
./data/Client2\sample-001564.mp3,some storms are worth the wreckage
./data/Client2\sample-001565.mp3,strange images passed through my mind
./data/Client2\sample-001566.mp3,so he began to wander through the city and found himself at the gates
./data/Client2\sample-001567.mp3,no one seemed to have thought about it that night
./data/Client2\sample-001568.mp3,almost everyone here speaks spanish
./data/Client2\sample-001569.mp3,then suppose you give me the money
./data/Client2\sample-001570.mp3,it was dropping off in flakes and raining down on the sand
./data/Client2\sample-001571.mp3,excuse me nudism is not allowed at this part of the beach
./data/Client2\sample-001572.mp3,it didn't even occur to the boy to flee
./data/Client2\sample-001573.mp3,someplace you could have put it
./data/Client2\sample-001574.mp3,revenge is not my style but obviously accidents will happen
./data/Client2\sample-001575.mp3,i haven't heard the baby complain yet
./data/Client2\sample-001576.mp3,scattered groups of people were hurrying from the direction of woking
./data/Client2\sample-001577.mp3,did you say a king he asked
./data/Client2\sample-001578.mp3,katie screamed that they were going to lose
./data/Client2\sample-001579.mp3,i don't think i know that one
./data/Client2\sample-001580.mp3,you'd better get dressed
./data/Client2\sample-001581.mp3,i'm going out and find them
./data/Client2\sample-001582.mp3,i myself heard nothing of that
./data/Client2\sample-001583.mp3,they wanted to save the oasis
./data/Client2\sample-001584.mp3,of course the two were unable to do anything
./data/Client2\sample-001585.mp3,let's go and have some lunch said the crystal merchant
./data/Client2\sample-001586.mp3,mr lee can't be bothered now
./data/Client2\sample-001587.mp3,sirens blared as they raced into the heart of the crowded metropolis
./data/Client2\sample-001588.mp3,what did you stop it for
./data/Client2\sample-001589.mp3,the omens will begin insistently to speak of it and you'll try to ignore them
./data/Client2\sample-001590.mp3,i'm just too miserable
./data/Client2\sample-001591.mp3,an alchemist said the alchemist
./data/Client2\sample-001592.mp3,well then we've got a problem
./data/Client2\sample-001593.mp3,and i'd better read your books said the boy
./data/Client2\sample-001594.mp3,that's not carson sphinx
./data/Client2\sample-001595.mp3,the immense collection of people and animals began to travel faster
./data/Client2\sample-001596.mp3,it was seen early in the morning rushing over eastward
./data/Client2\sample-001597.mp3,air was either entering or escaping at the rim with a thin sizzling sound
./data/Client2\sample-001598.mp3,what did you say
./data/Client2\sample-001599.mp3,an old man with a breastplate of gold wouldn't have lied just to acquire six sheep
./data/Client2\sample-001600.mp3,that's true the boy thought
./data/Client2\sample-001601.mp3,she didn't have one
./data/Client2\sample-001602.mp3,the man wept with happiness
./data/Client2\sample-001603.mp3,it was as if it quivered but really this was the telescope vibrating
./data/Client2\sample-001604.mp3,drink and enjoy yourself said the alchemist noticing that the boy was feeling happier
./data/Client2\sample-001605.mp3,the turf and gravel around it seemed charred as if by a sudden explosion
./data/Client2\sample-001606.mp3,what's your name he asked
./data/Client2\sample-001607.mp3,the englishman said nothing
./data/Client2\sample-001608.mp3,suppose there was a shane york and he walked into this office
./data/Client2\sample-001609.mp3,a boy came running towards me
./data/Client2\sample-001610.mp3,get your guns out
./data/Client2\sample-001611.mp3,listen to that mob
./data/Client2\sample-001612.mp3,what was all that
./data/Client2\sample-001613.mp3,dense clouds of smoke or dust can be seen through a powerful telescope
./data/Client2\sample-001614.mp3,an huge hole had been made by the impact of the projectile
./data/Client2\sample-001615.mp3,the reader does not need to know how it is actually computed
./data/Client2\sample-001616.mp3,now i too will be one of the women who wait
./data/Client2\sample-001617.mp3,the boy didn't want to talk about the pyramids
./data/Client2\sample-001618.mp3,and the murmur lasted longer than a simple vow would have
./data/Client2\sample-001619.mp3,what do i do in salem the old man laughed
./data/Client2\sample-001620.mp3,the pixel probabilities are conditioned on the model state
./data/Client2\sample-001621.mp3,you have enough gold to buy many sheep and many camels
./data/Client2\sample-001622.mp3,it was the first time either had touched the other
./data/Client2\sample-001623.mp3,i thought i'd give the kids a treat
./data/Client2\sample-001624.mp3,how strange africa is thought the boy
./data/Client2\sample-001625.mp3,he felt weighted down by the centuries of time since the pyramids had been built
./data/Client2\sample-001626.mp3,the treasure is at the pyramids that you already knew
./data/Client2\sample-001627.mp3,he saw the boy appear from the other side of the dunes
./data/Client2\sample-001628.mp3,if you pay attention to the present you can improve upon it
./data/Client2\sample-001629.mp3,he had always believed that the sheep were able to understand what he said
./data/Client2\sample-001630.mp3,after two hours he returned to the room where the wise man was
./data/Client2\sample-001631.mp3,replace the ts in tim tebow's name with any other consonant to get a star wars character
./data/Client2\sample-001632.mp3,he had never imagined that questions about life would be of such importance to a shepherd
./data/Client2\sample-001633.mp3,when he's an old man he's going to spend a month in africa
./data/Client2\sample-001634.mp3,the arabs laughed at him and the alchemist laughed along
./data/Client2\sample-001635.mp3,the boy preferred wine
./data/Client2\sample-001636.mp3,you're the one who may die the alchemist said
./data/Client2\sample-001637.mp3,and maybe it wasn't that they were teaching me but that i was learning from them
./data/Client2\sample-001638.mp3,because the crystal was dirty
./data/Client2\sample-001639.mp3,what kind of blow should one deliver next in order to remain alive
./data/Client2\sample-001640.mp3,but now the sounds inside had stopped
./data/Client2\sample-001641.mp3,there is a social facility on the other side of the road
./data/Client2\sample-001642.mp3,don't be impatient he repeated to himself
./data/Client2\sample-001643.mp3,they had gone away to breakfast at henderson's house
./data/Client2\sample-001644.mp3,the desert takes our men from us and they don't always return she said
./data/Client2\sample-001645.mp3,he decided to stay right there and await his return
./data/Client2\sample-001646.mp3,they never found the secret
./data/Client2\sample-001647.mp3,from then on he would make his own decisions
./data/Client2\sample-001648.mp3,one night the father had a dream
./data/Client2\sample-001649.mp3,if good things are coming they will be a pleasant surprise said the seer
./data/Client2\sample-001650.mp3,the owner of the bar came over and looked as well
./data/Client2\sample-001651.mp3,only the lights in the great tent remained
./data/Client2\sample-001652.mp3,don't you know there are nine jobs waiting for this guy
./data/Client2\sample-001653.mp3,few people realise the immensity of vacancy
./data/Client2\sample-001654.mp3,you are wise because you observe everything from a distance the boy said
./data/Client2\sample-001655.mp3,i couldnt stop staring at it
./data/Client2\sample-001656.mp3,we took all the chances
./data/Client2\sample-001657.mp3,ogilvy told him everything that he had seen
./data/Client2\sample-001658.mp3,but they were not there
./data/Client2\sample-001659.mp3,there was surely a baker in her town
./data/Client2\sample-001660.mp3,what do you want done with them tomorrow morning
./data/Client2\sample-001661.mp3,the boy awoke before dawn
./data/Client2\sample-001662.mp3,suddenly a huge quantity of green smoke came out of the pit in three puffs and went straight into the still air
./data/Client2\sample-001663.mp3,he's hardly my mr doyle
./data/Client2\sample-001664.mp3,look at the bottle you took the powder from
./data/Client2\sample-001665.mp3,in a way so am i he said
./data/Client2\sample-001666.mp3,they're starting to throw things
./data/Client2\sample-001667.mp3,the top of the cylinder was rotating on its body
./data/Client2\sample-001668.mp3,the thought was so dreadful to him that he forgot about the heat and went forward
./data/Client2\sample-001669.mp3,i think it's marvelous
./data/Client2\sample-001670.mp3,be less complicated without a family
./data/Client2\sample-001671.mp3,most meteorites are more or less rounded
./data/Client2\sample-001672.mp3,when she called her friend for help with her computer she repeatedly emphasized that she hadn't done anything
./data/Client2\sample-001673.mp3,he was selling better than ever
./data/Client2\sample-001674.mp3,i want those stamps
./data/Client2\sample-001675.mp3,the boy smiled to himself
./data/Client2\sample-001676.mp3,the world speaks many languages the boy thought
./data/Client2\sample-001677.mp3,only when he himself reveals it
./data/Client2\sample-001678.mp3,i'm getting them for twelve dollars a night
./data/Client2\sample-001679.mp3,the morning post is not obstructing justice or hiding criminals
./data/Client2\sample-001680.mp3,all i want to do is be let alone
./data/Client2\sample-001681.mp3,why was it that he wanted the boy to serve as his instrument
./data/Client2\sample-001682.mp3,the sheep had taught him that
./data/Client2\sample-001683.mp3,it wasn't there
./data/Client2\sample-001684.mp3,but his heart was speaking of other things
./data/Client2\sample-001685.mp3,but the alchemist continued to look to the horizon
./data/Client2\sample-001686.mp3,there was no need to imprison them the arabs simply confiscated their horses
./data/Client2\sample-001687.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground
./data/Client2\sample-001688.mp3,it was such a gradual movement that he found it only by noticing the dots
./data/Client2\sample-001689.mp3,all things are one the old man had said
./data/Client2\sample-001690.mp3,looking up he saw a pair of hawks flying high in the sky
./data/Client2\sample-001691.mp3,so then try he said to the englishman
./data/Client2\sample-001692.mp3,she told me she feels hopeful and optimistic
./data/Client2\sample-001693.mp3,the beach looked so beautifully
./data/Client2\sample-001694.mp3,he prepared himself a sandwich and drank some hot tea from a crystal glass
./data/Client2\sample-001695.mp3,one can imagine these two covered with sand running up the little street in the bright sunlight
./data/Client2\sample-001696.mp3,at his side was the young arab the boy had spoken with earlier
./data/Client2\sample-001697.mp3,fifty bucks ain't going to ruin me
./data/Client2\sample-001698.mp3,he ran his fingers slowly over the stones sensing their temperature and feeling their surfaces
./data/Client2\sample-001699.mp3,a frightening concept occured to jennifer
./data/Client2\sample-001700.mp3,we're a different world
./data/Client2\sample-001701.mp3,i heard a peculiar humming sound from the pit
./data/Client2\sample-001702.mp3,the girl dropped the container and the water spilled
./data/Client2\sample-001703.mp3,give it to me
./data/Client2\sample-001704.mp3,you point to a trail of ants leading into the house
./data/Client2\sample-001705.mp3,amy's a genius at research
./data/Client2\sample-001706.mp3,every day was there to be lived or to mark one's departure from this world
./data/Client2\sample-001707.mp3,his hands began to tremble and the woman sensed it
./data/Client2\sample-001708.mp3,i heard a peculiar humming sound from the pit
./data/Client2\sample-001709.mp3,no that's not what i mean
./data/Client2\sample-001710.mp3,but the boy couldn't even speak
./data/Client2\sample-001711.mp3,for a site titled handsfree coding i haven't written much about how to actually write the code
./data/Client2\sample-001712.mp3,there was very little talking
./data/Client2\sample-001713.mp3,all that time the martians must have been getting ready
./data/Client2\sample-001714.mp3,i don't care what you charge them with
./data/Client2\sample-001715.mp3,it all happened rather suddenly
./data/Client2\sample-001716.mp3,everything in the universe evolved he said
./data/Client2\sample-001717.mp3,and i'm certain you'll find it the alchemist said
./data/Client2\sample-001718.mp3,they're not for sale he said
./data/Client2\sample-001719.mp3,i had seen all that it would presently bring me
./data/Client2\sample-001720.mp3,i locked eyes with a fish in the tank
./data/Client2\sample-001721.mp3,but she hadn't charged him anything
./data/Client2\sample-001722.mp3,the wind told me that you know about love the boy said to the sun
./data/Client2\sample-001723.mp3,i didn't say anything
./data/Client2\sample-001724.mp3,her walls were covered with dark and scary sketches
./data/Client2\sample-001725.mp3,an huge hole had been made by the impact of the projectile
./data/Client2\sample-001726.mp3,i want to see that map covered before we get through
./data/Client2\sample-001727.mp3,it was as if it quivered but really this was the telescope vibrating
./data/Client2\sample-001728.mp3,he drew on the back of his jacket with a blue fountain pen
./data/Client2\sample-001729.mp3,they rented a boat and went down the river
./data/Client2\sample-001730.mp3,strange images passed through my mind
./data/Client2\sample-001731.mp3,camels are traitorous they walk thousands of paces and never seem to tire
./data/Client2\sample-001732.mp3,the alchemist dismounted and told the escorts they could return to the camp
./data/Client2\sample-001733.mp3,he got up early with the idea of finding it
./data/Client2\sample-001734.mp3,in one he had read that many years ago a famous arabian alchemist had visited europe
./data/Client2\sample-001735.mp3,they're not my children
./data/Client2\sample-001736.mp3,the silicon sealant has dried
./data/Client2\sample-001737.mp3,taking the jacket out he began to clean the glasses
./data/Client2\sample-001738.mp3,because i've always heard about them the boy answered saying nothing about his dream
./data/Client2\sample-001739.mp3,the cushion was soft and inviting
./data/Client2\sample-001740.mp3,he didn't want to cry with the other people there
./data/Client2\sample-001741.mp3,toward the end of the afternoon they came upon a coptic monastery
./data/Client2\sample-001742.mp3,what could i do
./data/Client2\sample-001743.mp3,what is an alchemist he asked finally
./data/Client2\sample-001744.mp3,i'm gonna get my arm fixed out of this
./data/Client2\sample-001745.mp3,'m all about those invisible cosmic connections that transcend time and distance
./data/Client2\sample-001746.mp3,it was the levanter the wind that came from africa
./data/Client2\sample-001747.mp3,the shop folks were taking down their shutters and people were opening their bedroom windows
./data/Client2\sample-001748.mp3,and he gave you that five dollar raise
./data/Client2\sample-001749.mp3,it was better than the scent of the hookahs
./data/Client2\sample-001750.mp3,i didn't come here to have you read my palm he said already regretting having come
./data/Client2\sample-001751.mp3,a long note was sounded on a bugle and everyone mounted up
./data/Client2\sample-001752.mp3,scattered groups of people were hurrying from the direction of woking
./data/Client2\sample-001753.mp3,the camel driver was not a fighter and he had consulted with seers
./data/Client2\sample-001754.mp3,i've always looked on bessie as my own sister
./data/Client2\sample-001755.mp3,it's like the flight of those two hawks it can't be understood by reason alone
./data/Client2\sample-001756.mp3,just things like that
./data/Client2\sample-001757.mp3,the wind has many names
./data/Client2\sample-001758.mp3,yes or even search for treasure
./data/Client2\sample-001759.mp3,i thought about whether we should find coins and models in it and so on
./data/Client2\sample-001760.mp3,the owner of the bar came over and looked as well
./data/Client2\sample-001761.mp3,there was no respite to be had
./data/Client2\sample-001762.mp3,i shall make us some ice cubes
./data/Client2\sample-001763.mp3,in spite of this i still believed that there were men in mars
./data/Client2\sample-001764.mp3,now what's the story
./data/Client2\sample-001765.mp3,three to two in our favor
./data/Client2\sample-001766.mp3,there was no excuse for goodman to fly off the handle
./data/Client2\sample-001767.mp3,this is a very interesting situation
./data/Client2\sample-001768.mp3,because you are trying to realize your destiny
./data/Client2\sample-001769.mp3,so we their hearts speak more and more softly
./data/Client2\sample-001770.mp3,you were seen at the enemy camp three days ago
./data/Client2\sample-001771.mp3,to save fuel the ariane rocket has been launched not far from the equator
./data/Client2\sample-001772.mp3,let's get out of here said the new arrival
./data/Client2\sample-001773.mp3,he knew nothing about the customs of the strange land he was in
./data/Client2\sample-001774.mp3,the treasure is at the pyramids that you already knew
./data/Client2\sample-001775.mp3,and so despite the fact that he was a roman centurion he converted to their faith
./data/Client2\sample-001776.mp3,some went away while i was there and other people came
./data/Client2\sample-001777.mp3,advancing slowly they searched among the stones
./data/Client2\sample-001778.mp3,everybody knows you're a sweetheart
./data/Client2\sample-001779.mp3,and about you too
./data/Client2\sample-001780.mp3,the boy looked out at the horizon
./data/Client2\sample-001781.mp3,let me comb your hair
./data/Client2\sample-001782.mp3,they are so used to me that they know my schedule he muttered
./data/Client2\sample-001783.mp3,henderson stood up with a spade in his hand
./data/Client2\sample-001784.mp3,and she already has her treasure it's you
./data/Client2\sample-001785.mp3,just as your grandfather taught you
./data/Client2\sample-001786.mp3,the turf and gravel around it seemed charred as if by a sudden explosion
./data/Client2\sample-001787.mp3,what time is it
./data/Client2\sample-001788.mp3,there was a full moon and the boy told the englishman the story of his life
./data/Client2\sample-001789.mp3,the time must have been somewhere around six o'clock
./data/Client2\sample-001790.mp3,the boy had never even noticed that there was a hole in his pouch
./data/Client2\sample-001791.mp3,the war continued and at times the wind carried the sweet sickly smell of blood
./data/Client2\sample-001792.mp3,at once he connected the two incidents
./data/Client2\sample-001793.mp3,but men began to reject simple things and to write tracts interpretations and philosophical studies
./data/Client2\sample-001794.mp3,in spite of this i still believed that there were men in mars
./data/Client2\sample-001795.mp3,it seemed such a little thing so bright and small and still
./data/Client2\sample-001796.mp3,but can we trust him
./data/Client2\sample-001797.mp3,he had used the two stones only once one morning when he was at a marketplace
./data/Client2\sample-001798.mp3,you must always know what it is that you want the old king had said
./data/Client2\sample-001799.mp3,some of our biggest clients are affected
./data/Client2\sample-001800.mp3,as he sat there thinking he sensed movement above him
./data/Client2\sample-001801.mp3,i remember how i sat on the table there in the blackness with patches of green and crimson swimming before my eyes
./data/Client2\sample-001802.mp3,he told fatima that at their next meeting
./data/Client2\sample-001803.mp3,it's gonna put our city on the map
./data/Client2\sample-001804.mp3,henderson stood up with a spade in his hand
./data/Client2\sample-001805.mp3,the londoners regretted visiting this awful place
./data/Client2\sample-001806.mp3,he had already seen many people come and go and the desert remained as it was
./data/Client2\sample-001807.mp3,arabs often appeared in the city shopping and chanting their strange prayers several times a day
./data/Client2\sample-001808.mp3,i'm going to hate those who have found their treasure because i never found mine
./data/Client2\sample-001809.mp3,she ought to be here any minute
./data/Client2\sample-001810.mp3,turkey for thanksgiving
./data/Client2\sample-001811.mp3,many telescopes were pointed at it
./data/Client2\sample-001812.mp3,you should see the other guy specifically how good at fighting he is
./data/Client2\sample-001813.mp3,i've had this shop for thirty years
./data/Client2\sample-001814.mp3,will you excuse us a minute
./data/Client2\sample-001815.mp3,and one or two persons were returning
./data/Client2\sample-001816.mp3,i'm sure i don't know what you're talking about
./data/Client2\sample-001817.mp3,that florescent pink colour is hurting my eyes
./data/Client2\sample-001818.mp3,the loafers and golf caddies were used to hanging out near the railway station
./data/Client2\sample-001819.mp3,before guns were invented armies had to throw bullets at each other and if a bullet touched you you had to sit out until the next war
./data/Client2\sample-001820.mp3,and he hadn't perceived them because he had become accustomed to them
./data/Client2\sample-001821.mp3,i don't know how to explain it
./data/Client2\sample-001822.mp3,it was as if it quivered but really this was the telescope vibrating
./data/Client2\sample-001823.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground
./data/Client2\sample-001824.mp3,but you are in the desert
./data/Client2\sample-001825.mp3,my seven year resume gap is marked not drugs
./data/Client2\sample-001826.mp3,the tractor was bearing down hard
./data/Client2\sample-001827.mp3,i found a little crowd of about twenty people surrounding the huge hole
./data/Client2\sample-001828.mp3,the nearby city of ceuta had grown faster than tangier and business had fallen off
./data/Client2\sample-001829.mp3,it was difficult not to think about what he had left behind
./data/Client2\sample-001830.mp3,but the king of salem hoped desperately that the boy would be successful
./data/Client2\sample-001831.mp3,and he knew that egypt was in africa
./data/Client2\sample-001832.mp3,all this happened between sunrise and sunset the boy thought
./data/Client2\sample-001833.mp3,well he thought about that the old man said
./data/Client2\sample-001834.mp3,don't you remember the home i promised you
./data/Client2\sample-001835.mp3,the plastic barrier shattered
./data/Client2\sample-001836.mp3,the monk was irritated
./data/Client2\sample-001837.mp3,but now the sounds inside had stopped
./data/Client2\sample-001838.mp3,and then he would ask us to go back to our easels and replicate all the techniques in one go
./data/Client2\sample-001839.mp3,a large piece suddenly came off and fell with a loud and sharp noise
./data/Client2\sample-001840.mp3,you're just the one i wanted to see
./data/Client2\sample-001841.mp3,i'm getting married tomorrow
./data/Client2\sample-001842.mp3,the horizon was tinged with red and suddenly the sun appeared
./data/Client2\sample-001843.mp3,the boy had never even noticed that there was a hole in his pouch
./data/Client2\sample-001844.mp3,air was either entering or escaping at the rim with a thin sizzling sound
./data/Client2\sample-001845.mp3,but everything that happens twice will surely happen a third time
./data/Client2\sample-001846.mp3,he sat looking at the sky for a long time
./data/Client2\sample-001847.mp3,because i've always heard about them the boy answered saying nothing about his dream
./data/Client2\sample-001848.mp3,maybe tomorrow said the boy moving away
./data/Client2\sample-001849.mp3,and the alchemist understood that the boy's heart had returned to the soul of the world
./data/Client2\sample-001850.mp3,there was a hole there among the stones
./data/Client2\sample-001851.mp3,the last time she came in here
./data/Client2\sample-001852.mp3,but there's a tribal war the boy reiterated
./data/Client2\sample-001853.mp3,now im scared of what is inside of pies
./data/Client2\sample-001854.mp3,people say strange things the boy thought
./data/Client2\sample-001855.mp3,in a way so am i he said
./data/Client2\sample-001856.mp3,he thought of the merchant's daughter and was sure that she had probably married
./data/Client2\sample-001857.mp3,but a lovely chap
./data/Client2\sample-001858.mp3,the immense collection of people and animals began to travel faster
./data/Client2\sample-001859.mp3,the desert was all sand in some stretches and rocky in others
./data/Client2\sample-001860.mp3,the canadian people are a little too humble
./data/Client2\sample-001861.mp3,it's not a battle of good against evil
./data/Client2\sample-001862.mp3,the shepherd said nothing
./data/Client2\sample-001863.mp3,how much do you want on it
./data/Client2\sample-001864.mp3,if i could i'd write a huge encyclopedia just about the words luck and coincidence
./data/Client2\sample-001865.mp3,ogilvy watched till one and then gave up
./data/Client2\sample-001866.mp3,the pat anthony party
./data/Client2\sample-001867.mp3,people should spend time on improving opensource projects instead of helping market dominating companies
